Factorisations Of Cunningham Numbers C-(6,n) = 6^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            4275211.39031258670353.69488040914581799577604095001.57063471642936858295625494275761490859413610922514697
 235     9  5^2.311.941.930911329.45110836129.88816955621.17821718159716147.1508756564010253112856482402946678452445397\
            069279384887543892896467912825253991767035475413349982987080181964754707864940873567451
 236     9  5.7.37.554971222573.4866979762781.29050941569087.11522163007228653937.1163658999540220416412446482708919139\
            658591671.3231285690411251549937535803579175660890272281294966380800039383396486737158017
 237     8  5.43.15643.1147240288157.26283825237209622143.197531251446059329471533015409.393024899619859590739537077043\
            657.3354972728520006336477396236109856133718254143010542857826856245966015607259426230641
 238    20  5.7^2.29.197.239.409.1123.16661.30839.55987.190537.12690943.22885730141.29032062767.2681104713967.103198889\
            691409.12405291558509977.678389915020055546314233943801.9584881019626035133999258735515025036249902934797053
 239     6  5.479.555643125049.674693399227.2787187926109459.3799921854391477853537078049307929584965945248764582599345\
            09181516739990528221407872140038659705071234998548114282487893996521153390236024139573
 240    37  5^2.7.11.13.17.31.37.41.43.61.97.101.181.241.311.1171.1201.1297.3541.5953.6781.13441.17761.55201.74161.9880\
            1.122401.1678321.1950271.21027841.473896897.3696985841.68754507401.121206120881.592575109627400042641.44581\
            3984361506105237664076966721
 241     7  5.248231.20481747682829.1840889044920084403.7710038279791808580832936799.2463167263783954494667487582038119\
            07753252397.385194660148827581893027188592554127435190720770504930976115215667161348534401
 242    11  5.7.23.727.3154757.51828151.4163261521.1304380464883.15186641018595718629290023681.357800878806910504804240\
            0002837961114116977849537973223.7274439979153836750841469647330331057551053697734443556853774027
 243    12  5.19.43.163.2467.27767002339.249844450267.623067280651.37725805717350619429950429139147.4784765547263670114\
            0045116262913.103939380360329666746292370686492281.925107217907396149060423950294274601167515264043
 244    12  5.7.37.9151.60757.348433.42461491.80057377.558416270857.17252803354297421346943980322273.457783018068494536\
            0162613198286645069141001.196597122477434001699939656151715927005493674652801355438654544438291553
 245    12  5^2.71.311.22541.55987.6527977.37863211.1469029031.122694573317.600827908214213.237922401078463799580876605\
            7150745202903602612255985695841942530943205439073690463791642500775113261862991905364299270445677381
 246    15  5.7.31.43.83.1231.28537.8648131.25512169.141304123.1854850885886497427178961.4837453663777044375040181.2683\
            13928259442786323996685119.628260227263749127899296330959.41498448376119216462262063079126262444529017073
 247    10  5.191.1483.3433.760891.77071411.329143658741.638073026189.82569737524705024142782304189.3230338097548095512\
            75470126256493156753544117260132368655520286377190266214087382779754865868297377414472374291432843
 248    12  5.7.37.1297.5333.106179166897.1062529732255153.49744740983476472807.505430595651453051641.18949193118920002\
            1056951.41857485802028381142383903037144206683835077721.47552767764994953232854569779888803761183529901
 249    13  5.43.167.499.17597.17929.41580677.63871987.80781507941.605274844997.2589238104153304205575487.3056545198016\
            2779163327091617.989787105673703959407077495100043560470536548666289588507128502485786459175181408110921
 250    20  5^4.7.11.101.251.311.751.5501.18198701.40185601.9536585501.3655688315536801.2694730860384999001.11781179277\
            2681609501.105875321588567599765751.1098445767808750903973251.233805293126289020639202084597666844981225400\
            241001
 251     7  5.503.34204273.59351200969.80440705758435499.3489478020025154776405154855930832218902630153636858925509939.
            1444373933488902402730227707382763373406047099607827671960402835496581977432355425431282209216381
 252    35  5.7^2.13.19.29.31.37.43.73.97.127.197.379.421.541.1009.2467.17389.46441.55117.55987.5030761.8387947.1033930\
            9.616332907.804146449.1822428931.2527867231.5239858051.6055984789.154260982009.48129311534221.5289214023778\
            87.12185192600132570384611238029
 253    12  5.23^2.47.139.1013.3221.3154757.7505944891.75168534000121.259666046866989553234678839986188137176834471947.
            2859600152062800254841868994919157188120297228449282213285289003401454695346900493559620482558098405637427
 254     7  5.7.509.2287.6557252639250807127523.12514251972598061031154549270275982573061110378811783176435900357554799.
            133733063818254349335501779590081460423013416258060407531857720755181857441961908284738707408499507
 255    18  5^2.43.239.307.311.409.1123.1171.1201.30839.26807981.927037099.20891158391.23412002806867.11996995023363957\
            87186091.94260123386979283872547675418641.39939044535527260242607245484327490354731524009935544370207474643\
            48255765281
 256    22  5.7.17.37.257.353.1297.1697.2753.98801.145601.763649.4709377.50307329.3191106049.4926056449.198549795058433\
            29.447183309836853377.2339340566463317436161.28753787197056661026689.2983028405608735541756929.182477700970\
            21321924017185281
 257     6  5.9767.17477.3309693452762216327.9306689489306197083232219997965248298881691751524941849307.367358654080093\
            1510375730400071935007467990878958458570282411761897012162305639685693749182381299754408271638230437
 258    13  5.7.31.43^2.173.431.7383359.2322118361887.1048953903129961695599.412482688627178079807598675848631.11581411\
            3322099366440280889676998813124941173548805953.450890019061015235057788732310222433830055241504017824833016\
            3977
 259    10  5.149.7919.12211.55987.2569799.2458852243.334286825813.1282410165663447216094903673655302053088289510597637\
            35701191925429688386832869.31822258863336190013589832700282224360183136667501108156379092418724182313289991\
            73
 260    27  5^2.7.11.37.53.101.131.241.311.313.937.2341.3433.6781.11831.37571.425101.760891.1420901.49398961.5711408859\
            01.6291946695217.22533649654910414281.1095110988527465328644161.1948613642347230963768492935356381.19993078\
            2298483523040584108028862541
 261    13  5.19.43.523.2467.2694217.1833921547.4706691035521.467281506322297.1357610070580129.1088767101178107721.7369\
            130657357778596659.2006224569371680295340973697968965854787975772265167302442734992678498581466049798330255\
            26230171
 262    13  5.7.263.3931.6551.118766959.5620905557.18059147791.1519139468453.137286124588876043259567675817.49237080128\
            184668333696569907047.1284827442574221936870974393373403.19917397922626842334449833677404096613537638684348\
            856178059
 263     4  5.131982869.12634882984316388571047983239402938349932097252525834121084935889987017221049.54040586997136609\
            8722323555509647787480864699980393574703187490192270201551993388149720808563767438636590576421681623263
 264    32  5.7.13.23.31.37.43.67.89.97.463.1297.3037.58477.70489.72073.96493.602977.622513.863017.1678321.3154757.4629\
            769.51828151.87917281.127236649.16266405013.1581003091009.45686117391553.332526664667473.641653865286492357\
            8689.150080764792922988676714149209
 265    11  5^2.311.1061.12721.13781.357293834576449.7091531088740602980647.59499149215409565615862915027061.1443883079\
            527663603943444340055791696913305571.5152942171494214234999887039425267390993503405900133328689234281079220\
            47524561
 266    19  5.7^2.29.191.197.1787.11971.55987.188861.1050169.1101773.48713705333.638073026189.164331230229374083.278385\
            08435875439051.6110613202111672866319.7166223173689286639550500253057030611.2233934314632639115197089640522\
            599067817629985127899
 267     7  5.43.8011.2064441331.18530245891.21777198152670085407545228412531133078179560879352228259.40697987156128918\
            81337627901879571426786720811102842627274205511713516511394531167983730529045228240098875032193709358647632\
            001
 268    11  5.7.37.269.4021.418349.90571543952974835963.191757760647639121941197.904949028329910415467529.3023706637809\
            542222940030043.1258148065662933435127171073866560143872261293533825733911764685311660688307770984681658280\
            416519961
 269     5  5.29083873645382611513.2334775781694290932919.14914054997566758664316062644331821838847.4151673381906164077\
            37935867418882036387377810494177287864723930130594665641690009701376600943143903558837988323947872685195626\
            11
 270    27  5^2.7.11.19.31.43.101.163.271.311.1171.1201.2161.2467.46441.112771.114967.1950271.175509721.883383463.19353\
            635731.623067280651.2195738619437791.4760317816590150361.178788729970281283830972402140920212721.6061621416\
            79902054991801871110954177324256409961
 271     2  5.151362694277952654114392394073293962175496643330959107015032812999680843188477541029670439897445343521694\
            0367005967429373707986857046841465533057792864330188148321927368029808778486293463940510313124595269579571
 272    21  5.7.17^2.37.137.239.409.1123.1297.5849.30839.98801.190537.934117.12690943.1536052010629489.8289713345361373\
            993.2376897969771200667937073.51420576374811381403609445473.99288815455520840807235996920044600210225144104\
            025390622895152906095538881
 273    14  5.43.547.3433.55987.760891.3143401.1822428931.1262014275211.2430143818773217.48215910563832798697.183873846\
            0168896001275668872592841923.311093172628257376513996627655635721132089.32691487042407712277178996050497506\
            473328659119800001
 274    10  5.7.6577.25247731.51480217.53280671.60042056488501962187.4582965162279152779295741463389.152221451087902132\
            96269418433344906793793551301042423026314429342733.24481404952782910425292419120143543785305132276665945531\
            342960238107
 275    14  5^3.23.311.13751.3154757.10764601.18198701.40185601.3675127061.1080416801397537451.3031462959351050977391.2\
            66852130384889780334571864350156048825925368558649096074699213195405407231867127361439421212248503271006944\
            8109741893627284701
 276    26  5.7.13.31.37.43.47.97.139.277.3221.6073.11731.2259889.9564781.113958101.990000731.7505944891.24648570768391.
            12344559539431993.14030036355387001.23027140435639321.128407494947883673.279219519230141641.816214079084081\
            564521.1236385853432057889667843739281
 277     7  5.1109.5555507589053.152327217259127.16183852725411755980358386606565323256380349.1401105385655676655459500\
            9793438946968040153039.331849243621137785933851059170087041928810798379850078283246161873623838618257516758\
            792951881703
 278     8  5.7.557.21407.128159.478404033683.1904994318294264032001011698767856776424905969372788422268974477324726371\
            76807419519306808486559.43464123950634007416896270274528229077877085950620143478550278600897682734201302908\
            6051111724237
 279    14  5.19.43.2467.5333.186187.290869963.659988451.842660004553.1358539033057.326892685378628881.4974474098347647\
            2807.4195369622107561728725528588657828897923.8472945030379532695285035394226318150784835350074266207731035\
            3364567505941703816627
 280    34  5^2.7^2.11.29.37.41.71.101.197.241.281.311.337.421.617.631.701.1297.2311.6781.9241.55987.585131.5030761.378\
            63211.1469029031.68754507401.81035189089.13509594555661.123099618068232205681.1708114263204222806519161.409\
            8248663274279133275014316224239285844931775661062561
 281     8  5.33721.186023.122413379955569789.228566796853368622765083206587.117627868326238115606442779583879709951258\
            58157407.28717354535597728468537227064151476862005971007351781.15437166067748809907757349410095682527139686\
            53903070066195497
 282    16  5.7.31.43.283.1129.13537.753554761.930911329.45110836129.122320721569.989671414201.17821718159716147.931824\
            955889592124612176563793529.534577564460822791430647883899825591.400093872648315443061680477735172345044266\
            448557214947007104507237639
 283     6  5.36791.217516631.6650510037106913164557499908650923.138457361320915478919381975760508114488979126852819238\
            404548238145324558533.4471248318770253666897931294368734231632168944623850225335720972319585037071902217291\
            70132612703957
 284    11  5.7.37.37489.4485781.11735704315681.33571579633135513.969155837815909463425781176679854621.5757417485448059\
            422914748320317168839.58220022739632174549950127401919425992936844184277.3546245297457217493590449191748546\
            458005595187661976371
 285    21  5^2.43.191.311.571.1171.1201.1901.47881.820459.825838991.47562842881.270596289241.638073026189.129870462804\
            1.25425408247171.2995523312517361.219815829325921729.209547179344816511252551051.50120880847238964307234351\
            11982384547025664844477630213164068841
 286    16  5.7.23.53.859.937.2861.3433.37571.760891.3154757.3712567.51828151.62545486153056268832471.37049270815318353\
            866751607662829595876460962025235869148795940042759.2623642616266140731907940608862422310623338001684178975\
            97273617903167172733704458773
 287     6  5.55987.8648131.248848212837883.1854850885886497427178961.1910670821213185111888470678661075228131164899948\
            70798038126986080095634224474389929367388403372395677798355479296616062423890603969933465030530378286344389\
            29144311772058497
 288    33  5.7.13.17.19.31.37.43.73.97.193.353.541.577.1297.1697.2467.3313.5953.8641.46441.55117.98801.115777.1678321.
            4709377.31057921.473896897.688490113.6931400449.2478750186961.22452257707354557235348829785471057921.140192\
            688351796387245933282989030173642038868198120943575131073
 289     8  5.239.409.1123.30839.671059.606329606788978761264759513146230361569.111601652130666930405574223838130124017\
            65797838654922656236487129875609271318674314998879126595237114786689206898907271583356974925995823473053985\
            1380499181710176099387
 290    17  5^2.7.11.59.101.311.32713.132241.168491.35969851301.2727192763388813.150433631394488258261.7369130657357778\
            596659.71188611917485018014870131.3845077612354278598518780885281690026242583211.59580423676805748420140957\
            215180302958743471829183098610333631
 291     9  5.43.389.1747.1586365166597.18969653181299397175271.111940600727841600317236399112257.295798672535859885070\
            46633033646287.19005814476956088617205414321621962359431881353580201912369196015184848483604399085360863362\
            69936365305819071792172483
 292    16  5.7.37.293.439.877.16658893.120855443.1389436303.20007314401.44764549877.2436094907761.8439148071138817.138\
            721648424756087.4221883459378030470824476438562257.37674396402175339916799714177929019730007039335658112415\
            666641111713755503096967184005923301
 293     6  5.946391.193844113.2942031681694832257394740018524925949323820001499.77296633023286191721507964885438021314\
            817447299007.4775460073286971752374418781933937165578011784879118153449413713146856288679600362132092845079\
            117736858070863085457
 294    21  5.7^3.29.31.43.197.55987.6527977.32093041.32670457.1152319183.1822428931.2527867231.122694573317.6008279082\
            14213.762332681442053.90179616936384011.6151465354203683883830062906173218740292621286631.72159349564516220\
            94949379164309254404855094763766767407121
 295    10  5^2.311.1181.4866979762781.29050941569087.19568032756311331.11522163007228653937.15208118255933834293359009\
            545761871.8055493508249652384493433270997013348405036420577773672004250553766097648343528303287450647156473\
            025392055787528494962756820851
 296    19  5.7.37^2.149.1297.3923.4441.7919.12211.2569799.12950593.334286825813.1096762734443.2054788991719.3300043400\
            835529.10742681826196124641.190892407618022993841069346975403017.812910461537597351789277337708911744048426\
            52323460765701539294406415711819759159724497
 297    17  5.19.23.43.67.163.2467.16633.3154757.18380539.18414001.226407819331.623067280651.45686117391553.18079460408\
            0179.38167293140100433.645713046609322314853680166583746607554804642574000491766071336813418581059790114227\
            534500054604009048841812405990227771092219
 298     8  5.7.17808481.38538553.3908095969.1318713554713829548602512956686040272376450743377909.346354176050253827859\
            677568458815390218235712359759067327.1806534126100647194097596047551632860649143589145163864525913101120410\
            38693160794888133552030773239
 299    14  5.47.139.599.3221.3433.5981.760891.309379487.2341190333.7505944891.394098064572643947287218201.159997585500\
            087414157621168325510579411294626795380708213053.1376899563963518478782892084003881156734603808315470706755\
            87442712985472219641648842509245925663
 300    37  5^3.7.11.13.31.37.43.61.97.101.151.181.241.311.601.1171.1201.3541.6781.74161.82051.168151.343801.1950271.18\
            198701.22243201.38149201.40185601.573178201.918628247364601.3655688315536801.1748016735462726601.2710415116\
            00591342728451.340800981614130538049401.13744019238016248925287701988601
 301    12  5.173.431.55987.4941217.7383359.210619620359.387153001486618459.1048953903129961695599.10262189946213530412\
            20001358738943323.50018859578270750848409089664785836827007246435735770683387.50043328089685128067968397856\
            3918104429670403546348699401325680303
 302     8  5.7.2623968964411.1877258342367076264555657.57719839964417489988525624247.495650442113700033842992317587888\
            5954098593563.48723066259314477894157817245533780187559387828254264047307.417726095513392955896063177992181\
            3101873322007065786779841904569
 303    10  5.43.1275678077.2529268867.4844162809.36536927761.257934717592273.31140192590150713382146219858775467.61456\
            1277123903327309455926778985780630117744484485521069032496702063.993818942924332640264318020698495374234400\
            88422211457156545411458571221022267
 304    20  5.7.17.37.191.1297.1787.4561.98801.417827633.48713705333.505981859041.638073026189.1030762781149.3555184081\
            46401.9736145643041809.5028187486478069273.13038313680704041577.26836193435793601023998323852801.1994925942\
            625516775592340148569766165608448716213725436669937
 305    10  5^2.311.86011.42461491.80057377.2112242585382465957468782381.17252803354297421346943980322273.2450622618888\
            0631899928133376464081634967825718604821.106807185570378376118112346126897310429409832236904179083343713921\
            4193724057795181478916448908089214641
 306    27  5.7.19.31.43.103.239.307.409.919.1123.2467.30839.46441.147799.190537.12690943.927037099.980146969.975714201\
            1.99617785207.23412002806867.29274753335383.1888411753890127.12644443230579801886843521019.4067077533669936\
            706351248605374735249.61981850959910422285012731307171469066599
 307     6  5.1229.4762799.774471014077469888593.205898436168261867044624683.167259775880794726546320079867193181920916\
            93593691651910297168472244131012342798613711715444184456507577149982196694009679352601584277471603217871377\
            316597624322842794830157230918563
 308    20  5.7^2.23.29.37.197.421.55987.58477.70489.863017.3154757.5030761.51828151.40590776689.484847574510970082567.
            84002092056248016278479853.57019087134151254061666621717728669167279862151.60481410080714565962597769493112\
            579168375675581652035573754794818786652644638545909
 309     8  5.43.619.2473.5563.160681.12767653355301160780822191431160569156710177181791578590824899905497.748166872381\
            33337384317017465153500605607254398538749004549994014339064661934322744075787688686474239640817614884212155\
            4497238322118990755239635092910352969
 310    14  5^2.7.11.101.311.5333.3559267608341.49744740983476472807.208210289142572055121.189491931189200021056951.739\
            25704213704945236169449354196288841.37691681996997906848396495199991445129214809531978987311.26863452320691\
            05360022926492125783168511035955840811134515391
 311     7  5.1191554036683.3666342101717.1028123934962242970067317.7640150264100839651419559.3364411552706746192178898\
            058705706890749155217602642004211879927027.1752530767354488501289026968600568260482675764771646288137604584\
            75607403315936897913638250235420885421
 312    33  5.7.13^2.31.37.43.53.79.97.157.313.937.1297.2341.3433.8893.9049.37571.192193.760891.868999.1678321.3143401.
            8857759.14090441.1262014275211.6291946695217.197743936282933.6429178169720749.816213379522588431707233.8284\
            434950526240125727017.618089408508629562797739046557629942711588422796977
 313     5  5.20032627.1280155603.1145667266428264694407427870250002852640339971370109925272739002529333927038171.24792\
            03605879899610105357530758621240933844926444049552386564305687703954787536295970381554646966551578434743700\
            2878676482850656140841397591840911553
 314    12  5.7.1571.53381.259993.6446107.6423436771.32577356503.81127299702871294523556776543.869599490435630213477528\
            1276601.1012103775131173995385073322337706122495245797.2973088822439388654844536770083098676485718562241185\
            2024249605104099514499390913563956124405913479
 315    28  5^2.19.43.71.211.311.379.1171.1201.2161.2467.35281.55987.58171.112771.8387947.37863211.423123121.616332907.
            1469029031.1822428931.5239858051.19353635731.1076836800079531.61921104791950322094158011.727256806081089051\
            21706081.343155420036407028573574546264288202774078126205688625062155931
 316    13  5.7.37.317.5531.10429.2832941.1147240288157.99687312908749681.26283825237209622143.197531251446059329471533\
            015409.8592319153827988586815914947213.22985458387524760396049933956519941247062829865007890151235623482849\
            65796209849504091831021373032973033904327664158129
 317     4  5.15217.494521.12544766668160376667119498379631508800536700895709930653749969597777968634367231392021667881\
            68153879568835043811709882776348596988876852048705249333595640832889967478271214744138711809716585673759949\
            69126544671935909701190378485609506171
 318    17  5.7.31.43.107.13781.97351567.118721004139.33685364386033.67587459957091.357293834576449.71080464397105403.7\
            9850963147627239.7091531088740602980647.886629624220623485114684453959.13888279563077823030315573706460911.
            88342645123243360518614293208997935963729713364951837539
 319    13  5.23.10847.3154757.642814987.105726751219.891967447801.22138289428735393.1409088913314217103.73691306573577\
            78596659.50351395030858047251181629.4528381576097816452461578808677.135894648616238964542362637434631495849\
            71887681592910006052685635532895643312709187022027523
 320    30  5^2.7.11.17.37.41.101.241.311.353.1297.1697.2753.6781.9601.17761.82241.98801.145601.4709377.3696985841.6875\
            4507401.121206120881.2810800069601.19854979505843329.15954097282309262360999041.234711084015856381602818631\
            8246561.4903626466768570999224738379365121.623565458885624857143366973953113921
 321     8  5.43.643.5044140393054571.24212302455882717029271553.3989017680658351355297802631081.1127757302773603672271\
            3586016689525331842510247329583574661742579.805373016688438001445038301825949952184536640166279035640570235\
            7639719043096356088427300048532289543979374667
 322    20  5.7^2.29.47.139.197.3221.10949.55987.231841.593447.113958101.990000731.3091531661.7505944891.49178757445498\
            2121.3358586137753609961516447641418203949.403733622730561138499463252012494935013.846342887711428333483284\
            1135980685094133787815940779201328511354558563105269202500000131
 323     9  5.191.239.409.647.1123.30839.638073026189.16499644375842030937354341109139599027455229566486065849776309673\
            01484986606720406791206513984287926719336378991533296048529816636113426267011812405463373084972867008717519\
            21128850382045928305374368890712593743712702451693
 324    29  5.7.13.19.31.37.43.73.97.109.163.541.1783.2467.46441.55117.114967.591841.149862151.171467713.883383463.2776\
            7002339.623067280651.932461936453.39661919912737.26411543817830547235357966561.3920344350409644507093715799\
            617.37725805717350619429950429139147.1047532535514129255363516988891792003940353
 325    18  5^3.311.1301.3433.11831.15601.760891.1420901.18198701.40185601.49398961.22533649654910414281.90347109228159\
            4039875101.9458999046244634687622911142066001.570312905179987052421467082275470442757451.576689258744393631\
            90322007627014498799217173300460469891249459619035931372023651
 326    11  5.7.653.11411.1712959177.52108050586547.417317792492527332337.390331841336302929436994813.23785232503429709\
            47582043555610171717174452063.5938535353818553399909522760027592696327594011870339.888102772526021838488123\
            845334486037375412519645053051472793437455099303804577
 327     9  5.43.2617.5233.16823497.161662095193.30726149494277.4285565609188020887001245174175239219210422526282063310\
            9434962552795607.270660694918659333555302175320336709355689590479979112379079232723288428379007658107965647\
            01360820774793237250782437645006199542820089005216811
 328    14  5.7.37.83.1297.28537.4046701.8648131.174521133001.1854850885886497427178961.4837453663777044375040181.90823\
            862327833086800386352513067248343828857.246179376206361788466441901958293949537091001.351289460623725010305\
            581894540945828444787270943557773540836771459982767560667193
 329     9  5.55987.930911329.45110836129.17821718159716147.13581753427437725779783140643.55525849665500291924364917036\
            87097023.9121864969966391515391635599843611190251309549200752213601.712903451721836360008329703000209227002\
            84994749775478028707617956545936259805123153052559319
 330    30  5^2.7.11^2.23.31.43.67.101.311.331.463.1171.1201.72073.1031141.1950271.3154757.51828151.127236649.367512706\
            1.16336066781.45686117391553.84155540944421.661982172984001.13724862774476458441.3031462959351050977391.469\
            75793563298851302025905551105268509881.232470996817349914740909949038496736983636813951
 331     8  5.314314291.4180768321.23780962384145063253850061.129666906452652590684803897.21741031116986863177971857522\
            5367.65700141121171476089069828596037497497930556037.127811116213100991318122959481133080028124930251263095\
            8921490333402019128704122355541143215081392434095564447
 332    22  5.7.37.167.499.997.17597.710813.778873.3020869.13852369.41580677.6547890917.80781507941.605274844997.161184\
            670755001.437801891817492814657.21608536062644851877771.62492225855662442512009.2589238104153304205575487.5\
            4824363564629401758409941.280970499723962289858902531662958021839590057517
 333    15  5.19.43.149.2467.7919.12211.2569799.89728627.187333846633.334286825813.1487716834806007369.3561693323285489\
            089.157475333660422172779.761101008693106143116651564255234520162720051377307133315445812308181429248650238\
            6061376888287746369576734673019567545028331679918788220283983758779
 334    11  5.7.2339.19466857.10301691259.229027359614687.9703107759710968661.2200446540213260920441013.243622858759223\
            56868655021961427.1822952692682777153874022559086738173481449195038610359.224084861134443347104751992395867\
            97430885268100220771244715762096057091569159815413649881516047
 335    11  5^2.311.2011.412051.8595640749841.62977471383821.904949028329910415467529.3023706637809542222940030043.3784\
            4794094580139581697623770911579688837081742561513466850889366516267662341180891.132730901585782889962399994\
            8822386264843491918815374735541893912578511688338311537475701
 336    36  5.7^2.13.17.29.31.37.43.97.113.197.281.337.421.617.673.1297.4817.5953.55987.98801.1678321.4048129.5030761.4\
            73896897.804146449.1822428931.2527867231.6055984789.81035189089.1176362433121.10189440239012883075423169.19\
            100900655540830489319601.3276974780364284482799810397121.228576791406017659230547997507603024201377
 337     4  5.103742130551.256196067835296580684999904063.1298595077559700074912905452871232062203638024689778147498077\
            12067248643840044757411371352196861510831855291210085203813393932364984550126608541676482486142017921197878\
            884322619106573781294833085889164362734577526405807259
 338    17  5.7.53.677.937.3433.3719.4057.37571.760891.1420277.116720070342348721.3066042413300025661761581713.35108241\
            3599031251316269147227.3378307227685242623713508116989468524398534111.6400588768393061926708979473301321313\
            835119309935933.15400874049468089848489148387594553074912242007981896423
 339    11  5.43.18307.107351.13622377.17994204073.54466954894479739.196433872316310611137.201436862864351419099.144891\
            5804946152111264738471459190964062624173.192085700093151857500069841231905402156944258676697601887146546741\
            5946330818903832845091772368422122902917904920894048642266896785649
 340    28  5^2.7.11.37.101.239.241.311.409.1021.1123.6781.30839.190537.934117.12690943.26807981.1383638161.20891158391.
            72085651321561.8289713345361373993.372810476994982432801.2244807299700346905001.41819674674441587529015061.
            740797672014674927371043791.115394656437025419824224817341.94260123386979283872547675418641
 341     8  5.23.5333.3154757.17747199053.49744740983476472807.14162590979319422139663592246736273494401038023863103416\
            90074485254079521022612195192771792469.92453070036096460840589382371462175374903577123522414086839972796194\
            69417815938915590689047968036779760652896971617819496853591243
 342    22  5.7.19^2.31.43.191.457.1787.2467.46441.47881.137713.820459.48713705333.638073026189.219815829325921729.6217\
            4327387790051073.190324492938225748951.25896916098621777025320461067950269867.22198219557457602470868959000\
            84483710540707577.17730863455565010457215015481519172763685683806181388676488969177
 343     8  5.1373.55987.6527977.122694573317.600827908214213.254628849628499021338959851439970158327372981280568867471\
            9861.170958015394429116727803376658351908827684087720052082565394607871333291051058257969307323947449154800\
            2030379354944737248786446095996982486052301124094778854470292609
 344    19  5.7.37.173.431.1033.1297.1721.1904729.6501601.7383359.5993513377.3449220534377.1048953903129961695599.29147\
            64989376043020733.412482688627178079807598675848631.11510167124054813592781820845997449.2400135849956129030\
            979293221108376113.329475222305324547871727927490276948774179783794853789837408297
 345    21  5^2.43.47.139.311.461.691.1151.1171.1201.3221.11731.44851.241541401.7505944891.139954341051841.257917526307\
            345124973861.1236385853432057889667843739281.40752608049190149321816351186154151.46054722089086630599026416\
            79078545862287422461000899448065903786484293765553305323043385797441726095650080178161
 346     7  5.7.347.924669087985921.495043698717322221180325946047148316337.1822075782646830894938583830209188116275940\
            00501526518712612326479679426743760419.17168754933680641828885328290196243178419334128667815027099365404387\
            4465504899876933787762400782427227477447336436457634084029167573
 347     6  5.16657.92013588619490399.8023776342054310550242315692074754087050026551393750990167.1129620175217353004491\
            15732149174215721837276361901343007283764634643624748720079471271422964001.15022903213532775293322241955820\
            5115221308398344159056674278560696885280711039602252138197654667
 348    27  5.7.13.31.37.43.59.97.349.32713.68209.92569.1439329.2694217.104485957.380675809.519258631.1833921547.334732\
            0129.24378360481.4706691035521.1357610070580129.2727192763388813.7369130657357778596659.2985891317776703045\
            46904897.105134528469779071670501631159328247729809.13995898620078159024779789479094697362727841
 349     8  5.8377.16171963.369649633.102551873890900123.126045115319866344351544439.4271898649584135954053108790727079\
            6421704343217605115730109486979483.271696650711235713248500256972633590883334525976176892387276364981832992\
            375182426818192208801216461941493240842717505382975945252028996771663
 350    35  5^3.7^2.11.29.71.101.197.311.631.701.2311.3851.9241.12601.55987.585131.3822701.18198701.37863211.40185601.1\
            14265201.141218351.1305192701.1469029031.7292423951.34840572551.35107498301.66631795301.2370825139201.36556\
            88315536801.1830889518750884483049855551.566071397758980021514503314913468700952468138140520705435915823851
 351    18  5.19.43.163.2467.3433.6553.760891.3143401.188270083.5958157609.623067280651.1262014275211.39031258670353.11\
            32637392660177.69488040914581799577604095001.255071870171283288213182239588434720112842353968893187.2213784\
            1008632820718290334917760899771269923918343842044114015589850365143426506268220394473
 352    21  5.7.17.23.37.89.353.1297.1697.58477.70489.98801.863017.3154757.4709377.51828151.9307950433.1500807647929229\
            88676714149209.19197545705142827447183881455518760379441910619182497.26536557036000553004716759402716113636\
            31320368111914433.12032489361902030225916156641168794191545029882930365976044832157368897
 353     3  5.135095261330112651830775049635590807381121031111382732318390846759744072165636542920143351738198057636666\
            351316191686483.7207443811113019376439358640290253916138908670997078170498495662717857340748450948116108762\
            7373286704178679466051451768242073072242783688661390273684623521
 354    11  5.7.31.43.1421059369.4866979762781.29050941569087.11522163007228653937.116365899954022041641244648270891913\
            9658591671.1085842578623802835438690280097321534179918997337939580812207878874189620256468939.2140355196559\
            238331144625485410513513288018960171608816987390371347305662078691899857664991
 355     7  5^2.311.2974779760081.3546245297457217493590449191748546458005595187661976371.36060517659347522491460216930\
            30658674181338436335115802421.59256765326554333029114371309203515086057088199899419624380035495120003555448\
            00756479783709927914469187319896469554127535365096889988302676247056351
 356    10  5.7.37.179.8011.2064441331.21777198152670085407545228412531133078179560879352228259.14371768505400200210560\
            24701236917910178773041847685459251313907949.92874768913720582900858911299754687243149941868501755733246139\
            460861.943676408565322984279844306380513862900179721637307961334427437498481
 357    19  5.43.239.307.409.1123.16661.30839.55987.69259.927037099.1822428931.29032062767.23412002806867.1031988896914\
            09.12405291558509977.678389915020055546314233943801.18052799163122060087025155723065171174003.2427636785933\
            73564531294016227894565076362131803922041879822653171140868637191732060918438765767463139803
 358    15  5.7.359.4297.16111.399887.3490859.317649821.1126853766403.2164201732799819.1890213088140761141.684015593168\
