Factorisations Of Cunningham Numbers C-(6,n) = 6^n - 1

Canonical Representation Of Factorisations

1. Factorisations are given from smallest to largest factor, with a period '.'
   separating factors.
2. Multiplicity of factors is indicated with the carat '^' in ascii tradition
   for the text version of the tables but not the HTML version.
3. The backslash '\' is used to indicate continuation of a line, the decimal
   digit representation of the number does not stop but continues on the next
   line as if no break had occured. This can sometimes make for bad breaks, but
   such is life.

Notation Used In The Tables

1. #Fac is the number of (non distinct) prime factors in an expression.
2. A plussed #Fac means that more prime factors exist but they are unknown due
   to an unfactored composite in the expression.

========================================================================================================================

   n  #Fac  Factorisation
            267521517.171074041901536300021132517497157303.556029520969343284289951254198327941570014817703903352876003\
            83493.32723145939857105254073062747603242457934389456326140203542651219352439116082951
 359     6  5.719.27125323.4712635363.285280913757251941415180548664485621181937893.17325609433015811429110499913075493\
            66410232364423498301141980884857210294976141245623341660449730874270974848503802489627063464458693449147209\
            3222117377810573221402167140237321783149893067394986500422807718869742233
 360    44  5^2.7.11.13.19.31.37.41.43.61.73.97.101.181.241.311.541.577.1171.1201.1297.2161.2467.3313.3541.6781.9001.13\
            441.46441.55117.74161.112771.211501.1678321.1950271.2106930961.19353635731.68754507401.2478750186961.476031\
            7816590150361.5597780112726834061.592575109627400042641.504103876389044242580605284072981501250037549130936\
            744429106198676798115841
 361     5  5.191.638073026189.47848036334820116132986462577147872267.2804552098217589986932519775429900217247305248377\
            79304861222898366294136539293465669908636277206725508060603972888848072064195480478015833481043462665401894\
            4724591179600149613518061038422907697523851640947761808459368160022620067
 362    12  5.7.1087.13757.39821.13952929.632269201.33644936669.1032407342933.12684206910817829.21836688894018774707952\
            513428078321115946261523812158000579569801581127896122389639630377479533.2773517019724460554602732900216430\
            40866933558956498128941432837743908106572043434563228925029360457738510095499722563859
 363    12  5.23.43.67.2179.3154757.4163261521.309575803153.1304380464883.45686117391553.727443997915383675084146964733\
            0331057551053697734443556853774027.231340060403735265836637524715539069177670045001521054482047674955265872\
            3878865557840033942982550290042640944007745316442018940379611339700137584558602873723
 364    27  5.7^2.29.37.53.197.313.421.937.1093.2003.2341.2549.3433.36947.37571.55987.760891.5030761.8955493.52769627.6\
            291946695217.48215910563832798697.1838738460168896001275668872592841923.12468702878009806771287543538567443\
            817.1188419085661384952182232309262604916342522437440812727617705020621304105675607013522505083016934528589
 365    12  5^2.311.6571.138502171.44764549877.2436094907761.8439148071138817.138721648424756087.2244077756789983310918\
            695541.1552875106954286892749964394710986213899516972480933644523600802712902591.33664505643614639610420672\
            643777400278893870071621715012859238214187761404502090895260899534304452760481188489001
 366    15  5.7.31.43.367.9151.1676281.42461491.80057377.1882477437757002169.22335533202362157841587721.172528033542974\
            21346943980322273.4577830180684945360162613198286645069141001.239523531668585297595738148900050045940166682\
            9178525583973937481377.89533954497503250118699637546839899399734520603663770267136954194731
 367     9  5.2203.634177.161021084117.7840142252089815392041.2816294841300993066546214031271001.3270112070990954768535\
            379732765321.41860517287867240460042208225615145479852721.1122178299018160993239835515542778911746292800226\
            017319039398079475186694692837193467529217632456761451342531734595684669935239685581
 368    24  5.7.17.37.47.139.1297.3221.6073.14537.98801.2259889.9564781.113958101.990000731.7505944891.118593079873.433\
            176829049.128407494947883673.364095314695155207401455201.160021185991868323844533898916209.2912254503405497\
            874522782767870577.4476499706959521340159489111133569.47625006826357122080464279208098880721125912766130417
 369    15  5.19.43.739.2467.8648131.25512169.141304123.2575675190386099.47146662106901857.2335432574534090617.18548508\
            85886497427178961.899377009735615553325855097.41498448376119216462262063079126262444529017073.3012931407744\
            3557061021576581657980476563256513549080750875574045266409224104817598076785805921318187568737
 370    20  5^2.7.11.101.149.311.3923.7919.12211.2569799.5311351.3371674951.334286825813.1096762734443.2054788991719.30\
            858852252821.1063053988637874955869001.23891340977204745260603088547502814115822915934711810379113523875134\
            324412567815691.8873589665415203133950333391744438230286867676415750962427767047136867240312454677254211
 371    11  5.743.13781.55987.26801041.56691769.74107993.357293834576449.7091531088740602980647.28984819979875067339808\
            71980599973253064554047756266758938351351888972317093313.20859998848692080094355259659138220308601745353526\
            52980880824979107685697788766581189559646574996170414276072869945217452495629800564013997
 372    26  5.7.13.31^2.37.43.97.373.1489.5333.186187.316201.532333.290869963.659988451.1680597049.1802142841.842660004\
            553.1358539033057.95388829922809.49744740983476472807.189491931189200021056951.9089489111476754210708523122\
            0047282656023221.1830855782835393620827906093040965051783187521.4755276776499495323285456977988880376118352\
            9901
 373    3+  5.1493.2384441001137057688675686538885539151906224223048511856573097982590849175928081271887755380442635251\
            12530785869033783418445939286772559366715777793915322726644787681931499972937461116688996044130061217339499\
            33112285574041863645116238847423051104989210039016061699387398146808831482409191
 374    17  5.7.23.239.409.1123.30839.190537.382229.3154757.12690943.51828151.480615433.4208612395681.64677744985198512\
            24197542939036067237.2557416027956978760642963940696149459371531995054030328765509447825027.775084652591039\
            21983909836828947866923094873640547927462814390440039432094549203369606766305138207109405812087797647
 375    22  5^4.43.311.601.1171.1201.2251.11251.82051.18198701.40185601.9536585501.117811792772681609501.10587532158856\
            7599765751.271041511600591342728451.1098445767808750903973251.56633527660731428440540758758251.333102013396\
            2884772706727916696838942815963496129389001.89337251061576764629033365094954485233903013233102652765332251
 376    16  5.7.37.1297.1693.4513.4889.930911329.45110836129.17821718159716147.1029538544148223697293.30585762365533687\
            252981.7098996031830910703530849.347984031638813867788384938483862609.534577564460822791430647883899825591.
            19690212803992529359592264369613288158718305845555484888500456990298114726995231439576412407293568297
 377     8  5.3433.760891.17703177067967.7369130657357778596659.4163738647660343644736593693349157640855934319038312150\
            518137743.10225045916601248647752444357593002700492832183893285320674260124721671052319.3180086558308793081\
            180085210976696863166710882711790023757500947744933108800529269662639263040161216121494069
 378    31  5.7^2.19.29.31.43.127.163.197.379.2467.46441.55987.114967.216217.8387947.10644859.616332907.883383463.18224\
            28931.2527867231.4622286817.5239858051.154260982009.623067280651.292645031213683.528921402377887.2038230013\
            432107097.538685349820052538228734534641581280042463669988337.352252375401535450648631882380604036787279429\
            000462986049158593
 379     6  5.46997.1600897.14007805315485347573527029147002036597.23229132519250730340307782442413365306631261048097.6\
            78449107378756223721072149749150834989951104957544588308955520533972582774704244158223546399234271463385923\
            05211116684967166631684485852768972151992561117874027536478184258487846961105493605348939
 380    30  5^2.7.11.37.101.191.241.311.571.1787.1901.6271.6781.300961.825838991.2666738161.37260330001.48713705333.616\
            71024221.638073026189.1030762781149.1298704628041.21905019726901.25425408247171.2995523312517361.9736145643\
            041809.347101070179037778781.3229504809106404383981.5083577499761226245279082852778475930283511762970411573\
            592601057188622021
 381     8  5.43.33581615699197955777738387891299.89896478576590314583750832427049.620749796149100186086570861486920884\
            5594249.63537996418411322893388678898019600654636747.8732825319923024544183173077361576634585112627.1337330\
            63818254349335501779590081460423013416258060407531857720755181857441961908284738707408499507
 382    11  5.7.383.1258380199.120477626957.141173343133408897.172804791061171733536391399.1524539579459364377717928165\
            817.20894274974038675363980511918504639.1509429723097880950031779602078868142708067523418297247189406217118\
            22382023.7524976737111670763442854695586194776760389436508992259852881065277159715456666540165676887
 383    5+  5.15229370711.26372116867.25278624741941.212020815069422010895666964971843124311748697572416188368091136293\
            69809406408676918024410531027914221373500593818652830760895679444919422004789485504740089777874643216147403\
            0303956000843729279758486776732472549758651880020814929215905547840457640472515087730003419
 384    31  5.7.13.17.31.37.43.97.193.353.769.1297.1697.2753.5953.8641.98801.145601.1678321.4709377.272040961.473896897.
            688490113.4926056449.6931400449.103352381953.19854979505843329.447183309836853377.28753787197056661026689.6\
            3340286662973277706162278988150776663495577436161.185557673493899628393511797753712811510426567803717540350\
            570565651721278179073
 385    15  5^2.23.71.311.55987.3154757.37863211.1469029031.3675127061.484847574510970082567.3031462959351050977391.840\
            02092056248016278479853.84830968603508764262084019372469965153618609079506323176640154526028650386720534300\
            1.8069925129421512315078607836272335020663433851059267139141811772952369600025478699376883002767164883851
 386    13  5.7.773.1931.6563.748132849.3759493321.230824001813.964591900729.344929902064301.577701497837906594854943.2\
            357208362431833497113350311069592229112192349209316891646470119039886792128545253.2305077338054781476732825\
            2233513609760669572435905562297160310174393314761646302340751339438634609154835590025665053670339442531
 387    13  5.19.43^2.173.431.2467.7383359.280763808312313.1048953903129961695599.4508900190610152350577887323102224338\
            300552415040178248330163977.396617565007083620931188002164448757655876754586218585374821747799540417379.111\
            016307964566649045756932943929716969554706760914531131640167955206717252780433501309849995957928482083803
 388    15  5.7.37.389.1747.145501.1586365166597.572240484565153.7449708398813963.6571212276076854019883.18969653181299\
            397175271.4043711238187229705754319631461.29579867253585988507046633033646287.88264990073617157640529646630\
            75774479.734372080474793678906021422463514049148550002670519664000487092889481689990734400652683385304876957
 389     3  5.18292834838737894009.549016480807336573659491421809701356964741815257709175826510583300640841231490817258\
            64335882472618259828110543495933127653526277821204894246347616131769440417989011176179495566419774162528204\
            50463485102323339928848195553120967032488285957517321411079126667421847167137038036243886091
 390    35  5^2.7.11.31.43.53.79.101.131.311.937.1171.1201.1951.3433.9049.11831.37571.50311.760891.868999.1420901.19502\
            71.3143401.8857759.49398961.78296791.1262014275211.22533649654910414281.523065274520717779891.7953823666876\
            53584971.1447099154953760086952015307990331.199930782298483523040584108028862541.56489911601955446662738361\
            435182909838578217512669717991041
 391   10+  5.47.139.239.409.1123.3221.30839.7505944891.676174656378106922178871381423836280869791109920710920699363829\
            24377087275916032851074125744595035386953527321847363930692024106672051847888730755535490120240896143170258\
            74568389756484217163458566918766755666456392514875460931816536241187028642276341051998118143993487425531
 392    26  5.7^3.29.37.197.281.337.421.617.1297.55987.352409.5030761.6527977.171103297.288628033.81035189089.110495360\
            641.122694573317.600827908214213.762332681442053.90179616936384011.8023549246717933952667256007448645629174\
            83072464133108417.80493470317885158586987310749706551942515909241718959212574337597332645172462787479909736\
            00806766241995497
 393    13  5.43.263.787.3931.6551.20611007006851.57231871913078689.1284827442574221936870974393373403.5444787096802005\
            2083592006408483550889.1647221037293847764066430890065139050987.1991739792262684233444983367740409661353763\
            8684348856178059.209756036482066721174068227394342524632370095006818741966062205486897460510629313003861079\
            049
 394     7  5.7.4729.2235557.10123252906683101.174630656563310859457147564341119490746278231335815287242937570409634776\
            08062886746299031764064166669399231758382566178902534282211.59693765001161833938763367580924987824616537126\
            333160681346867819845259849675107635297704267146691596824727683106394327994562599859137087606474012079
 395    16  5^2.311.2371.104281.190391.21360811.22525271.4851210671.1147240288157.26283825237209622143.1415540984959721\
            223423221.197531251446059329471533015409.1786772676608961922807433452451202488761.8814613492888475203417472\
            77290496162004544991215461.20651359645052400676904121096519579653690522124066332263873146611152433043115246\
            95176188301
 396    45  5.7.13.19.23.31.37.43.67.73.97.199.397.463.541.2467.3037.7129.16633.23761.46441.55117.58477.70489.72073.964\
            93.110881.622513.863017.3154757.4629769.18380539.18414001.51828151.127236649.13705107769.16266405013.226407\
            819331.697344975757.45686117391553.38167293140100433.1184960471459158549.254253859796489462713.123359888919\
            85043955517.2225208714917658550195227627861513418879
 397     4  5.47019887.11890246390895945222779.301719905268055354434664074028911761233302370559098342720409716444511252\
            03516645463180530963871973436378702267939664644114907131322444371120690594266250428079125294266238481090791\
            4417479103000040935234709138221812588051866552664848755356195581776524963455062239968366139248829799
 398    13  5.7.797.191837.3693839.236029523.3799311562897.31878912911333.77719140435208369.484493690172684383.23891068\
            53487241752315685035579349880354989277451.21763887113341398290990026102970140151433880215187046178128368610\
            740515553.4574019968528193151507289820357397392422853604263002266533924082029664173716659577557941705772126\
            729033
 399    18  5.43.191.11971.47881.55987.188861.820459.1101773.109928491.1822428931.638073026189.164331230229374083.21981\
            5829325921729.5640242043129165715899642841.2503258139391324274352072172458469939793.22339343146326391151970\
            89640522599067817629985127899.92666090601200883632090311740182498033927225151514672622088086851411695318245\
            3596061847197977
 400    35  5^3.7.11.17.37.41.101.241.311.401.1297.4801.5801.6781.17761.98801.224401.343801.18198701.22243201.40185601.
            3696985841.68754507401.121206120881.886109293550401.3655688315536801.812610713899205201.1748016735462726601.
            59773386522355896001.21463170766480994553601.1006795824867486182291801.28398752673271140825020401.861954041\
            70550610979816678826926988566357088801
 401    5+  5.34487.323429759.9322198067780556458918569.210245969627565222328470708159723339339366219431323663859034250\
            09166366039136698045807496438339063967888512455549325021212579454003790620303390232323670010265643684810021\
            34352262513014341987810355876248876921496654977101144271334320255011558698498625480760284612314667670563
 402    16  5.7.31.43.269.418349.682489921447.2665157957929.3196645037857.90571543952974835963.1919920225888720033879.1\
            91757760647639121941197.904949028329910415467529.3023706637809542222940030043.17290337777862718735552612372\
            05808561334014171072246874503.13617728830912067667821288383754232360447698180753783155855218946276306700767\
            05132632814883
 403    10  5.3433.5333.195053.594023.760891.806807.6691284581879.49744740983476472807.18156571260432785546946224059396\
            63472211095050444362181190935787766197111023753888303091479172530319127359860949929540949325812347835122988\
            85870971373247039248715987255446967361609664151149341232496831672626941060119820921055318118964406154332344\
            89393
 404    12  5.7.37.607.82013.3866281.1275678077.53902351586977.19472139427564696216240566673.29094670555061705195770446\
            16632832452708657352232253233553601781.61456127712390332730945592677898578063011774448448552106903249670206\
            3.395666672236734606509610128318397748439846570760380264055116038461957014358460611709311172913627482394120\
            857720381
 405    21  5^2.19.43.163.311.811.1171.1201.2161.2467.112771.175509721.19353635731.27767002339.623067280651.51744634164\
            001.37725805717350619429950429139147.606162141679902054991801871110954177324256409961.534991627255236639748\
            7779386191352470896586975716746667204523845659532441.536335967734187056216763500451941649341015949200295551\
            5349975485007114554724891
 406    19  5.7^2.29^2.59.197.23549.32713.55987.140071.1458188789.41316543716813.2727192763388813.406457127805781473.73\
            69130657357778596659.432549126887388039664858367.3894914045680748629696760987890862771903135928727239660078\
            3038762789170329868316555713469.708567412850819923579021404914693858104256714666614241662213736435486643532\
            28558372719812968017
 407   12+  5.23.149.7919.12211.217339.253969.2569799.3154757.334286825813.34595668539628973486056699133.59474225112242\
            41767758750799502378171281760641876948616919759928669634930717310111450864498838621210105366014474132464139\
            60610889044573894388109730443302171484560231794617417246489233630541469249595849562448974574394903025642201\
            6731986784517
 408    34  5.7.13.31.37.43.97.103.137.239.307.409.919.1123.1297.5849.30839.190537.934117.1678321.1785001.8715697.12690\
            943.35540881.927037099.980146969.99617785207.23412002806867.1536052010629489.8289713345361373993.1234698599\
            5648844989.2953728137900959095135649.51420576374811381403609445473.1296178193546490135485380842711252654422\
            1444666053340866294089937876531415006047596753
 409     6  5.55194551.1594297997364955236049666193876443853.71803519462949925977654847078016035001.6029669028252384586\
            9537917543950476003959014702641.963799044271298994177826059896203467528498848746220659173741110314799467319\
            96853146514044830393233683135990206060146096139841306252879818531933607299598114494569200063217290911210759\
            5793
 410    18  5^2.7.11.83.101.311.821.28537.8648131.66571969781.28852807210022072371.2186469381475738293871.1854850885886\
            497427178961.4837453663777044375040181.2191683692912452263530405964341.946730940129321500951775955245112750\
            6318714111360706666376879763445521.138546381749122899041508686336731634308460843021904655969322726155486964\
            63090153351808638086901
 411     8  5.43.6577.25247731.53280671.60042056488501962187.1522214510879021329626941843334490679379355130104242302631\
            4429342733.380166767023695038240799501393389486394270639063804268781942879161989094519897079795451337416839\
            46744983619460420457976572142424076252414375416367235159667649076510389074951206425247903109626871678033420\
            154355331
 412    13  5.7.37.2473.5563.7211.160681.135025379.8408219407597.267862414395280845751633019179208032271854784088775249\
            3464690277.12767653355301160780822191431160569156710177181791578590824899905497.207047432303182581008900226\
            57208522727453596408722228548650415542999.23896816025053841989784606497340939625976639688017753392727776672\
            113117628170996269
 413     7  5.55987.4506155564597.4866979762781.29050941569087.11522163007228653937.11578418905092417059527152443246211\
            12668145793179318186878316611659905661238110210180331752442859331367378699552561804050152904199757847500442\
            33638766846063717076866466450522010311530438887662688847732144626060872383048634876550493366878758153880270\
            3625039343
 414    23  5.7.19.31.43.47.139.2467.3221.11731.46441.399097.113958101.990000731.4811469913.7505944891.61040960263.2464\
            8570768391.816214079084081564521.1236385853432057889667843739281.25280883279243199352415750302719.703525130\
            194638933868239585175540752922537827762121.1296795035623750652462525758957212061629085580687704762965224972\
            6736719528602631785079368878205873
 415    15  5^2.167.311.499.17597.24071.41580677.80781507941.605274844997.184218422342711.2589238104153304205575487.211\
            910698336697951137460118042660571421.3333605456452402381228509474043950420937637792405993895597753730421.45\
            56070770871148364740280848011572026258053726034446964632264434894754417311390323007345842975812407323833605\
            99396349483598089548251
 416    25  5.7.17.37.53.313.353.937.1297.1697.2341.3433.37571.98801.192193.760891.4709377.14090441.36265841.141365953.
            6291946695217.8284434950526240125727017.209945929109939792807681119841.983279986828920503075476885388418534\
            24435944546993755800017.12104103139042794563956501119169099704191454828942579141884160781152801768600566705\
            82217975627484286790548046270405889441
 417     8  5.43.557.21407.128159.224530109318798267990497.190499431829426403200101169876785677642490596937278842226897\
            447732472637176807419519306808486559.2194343251145689069781702669589548493208926105134453959649182581161661\
            87754456380244686548065130571138241636133997059889827926103743740626841445085893846465609011445341284011404\
            747199190783203
 418    18  5.7.23.191.419.1787.3154757.18873119.51828151.87713957.414230477.48713705333.638073026189.84125065520563.39\
            547815403982363610457333838688241066157.690793919157674734946282168446665910678652191468497041123.374033226\
            1360244558756086670006736256763631522351531369572928560877647.536464051278008592602338434368447934236881449\
            4378594370131249654796901539
 419     5  5.839.1479620699964596873622221.225066688766683908874389829009469.79465812014833879547305037684303047424829\
            76315851279909078370254204353276598309851931649513918057683451681683181592636656792553827169264132154589547\
            50028547925263807271038127822166484351673057680545233966243891391014212181879601140480675466773032683361046\
            57941614909
 420    51  5^2.7^2.11.13.29.31.37.43.61.71.97.101.181.197.211.241.311.421.631.701.1171.1201.2311.3541.6781.9241.35281.
            55987.58171.66361.71191.74161.585131.1950271.5030761.9120301.37863211.804146449.1469029031.1822428931.25278\
            67231.6055984789.13509594555661.21387387918961.41649085891390429201.1708114263204222806519161.6192110479195\
            0322094158011.909797658724252287447740245321.271613602977153099649378586566681
 421    7+  5.11789.30313.23864807.133942354061.38368561573169547893.18236821533549982520269318841819793324631441145248\
            12867744510860256251404993134557469655421608551394189429545302785811577990687782603613704635944506972654212\
            93771104224857574685195580056521841133195022078398313068067834333087983980561175507786507772376620491467967\
            22728694948947473
 422    10  5.7.91997.35768449921.127491843407.52572017528450872868981647.22502477360820492307768713607212049.953864267\
            757776424221068538656285528154532046177627.316405768432826434502246447605529100577755433867259915831.457390\
            85966176631264115929757803820819849111261378720325194749332300248805894542115884067783706476587031375595863\
            69530763945162886189
 423    20  5.19.43.283.2467.2539.13537.239105827.753554761.930911329.45110836129.122320721569.989671414201.17821718159\
            716147.25961228334094267.901282995018904681.23384328601493048110561.1962056758780675866460803833449.9318249\
            55889592124612176563793529.89878147218325945842271152825403968864406765151013548262293558105566533009108054\
            438993786956005543558082155399187899
 424    20  5.7.37.107.1297.13781.26713.97351567.33685364386033.69693040414889.357293834576449.71080464397105403.200893\
            40310546423313.1110998112983390874377.7091531088740602980647.83183051545234447336922778521.8250997451241663\
            89803400429081.175436926004647658810244613736479118917.175787157418305877173455355755546870641.670988992407\
            2878618980529192660651333599242393089
 425    17  5^3.239.311.409.1123.28901.30839.220151.243101.18198701.26807981.40185601.20891158391.942601233869792838725\
            47675418641.65905853815572938206458052015885933003447434155241786589492036593405044623952527435228512242923\
            79363098300218234022407126468862840054670576430202356956048464098200390680263923987812791169646204729255911\
            26880775292667991688939175984151
 426    14  5.7.31.43.5113.37489.74551.11735704315681.22301660719710979.26734056474599359.57574174854480594229147483203\
            17168839.3546245297457217493590449191748546458005595187661976371.995226046193406554317594151906800828046972\
            635082952237516268712828828576595818950303.3278475136529634064266988263361310549384616765569952340536382579\
            38870937226907387644104752769
 427    9+  5.1709.55987.288653.42461491.80057377.921981817.17252803354297421346943980322273.24970655845438303699277199\
            00810944892405188947011585002891068949471813029149095318116220769376933556528395363409369585096488966310643\
            97234187553980943175140044129057140241350025374952616183196560640903431362175192609084536743095112808899944\
            86806079343156183404539
 428    10  5.7.37.643.51141721.7254122353.5044140393054571.11277573027736036722713586016689525331842510247329583574661\
            742579.26126771741159407024154726661022582007126551676422442131468770568230221685230103991.2436720084656437\
            62319883827438877900935452088187931463222851587014310704360789879029660343140875314762086279516175831497775\
            5958333681472949003232837
 429    17  5.23.43.67.859.3433.760891.3143401.3154757.1262014275211.14064169702441.45686117391553.62545486153056268832\
            471.54992865055378024329112826586624590857.79273939682483732394343616776804394264831593590307.3704927081531\
            8353866751607662829595876460962025235869148795940042759.111151456828406458873383870101013917845019513972453\
            441077059563438496273895933338966889
 430    19  5^2.7.11.101.173.311.431.1291.8171.1211741.7383359.21619111.19660072438421.9458892894402537221.104895390312\
            9961695599.412482688627178079807598675848631.30898532579375233219587506332451565165089947170020263853595743\
            760829735559345246585657075590931.1761056609541952467493882686215859960449808974052469813809887556763881874\
            991754289289623511450639922730492438351661
 431    4+  5.863.529445577173.1057759149470233789318936422317022264658838136904127407893943777168196998308974093069333\
            64027787269198607785123637957955849826082894543847078624422656548412424596404194786903174205227552447680348\
            68624268558553854051672796643853937912938829790652294297576314515759492338860954719540765998770114274722356\
            2017454064827464569
 432    38  5.7.13.17.19.31.37.43.73.97.109.163.433.541.577.1297.2467.3313.3457.5953.19009.46441.55117.98801.114967.591\
            841.1678321.115963921.171467713.473896897.883383463.623067280651.932461936453.2478750186961.878120899694997\
            6153601.241282001155985351966017.22452257707354557235348829785471057921.17223499826838849797334109364667131\
            0208266238951938620294263365317258240761898237041023970648281067640897
 433     6  5.1733.31177.542117.15237429272039731.389837664914083900893924943445535386212690360721816300573253488374780\
            11840518976025814221080148081076643507588378225165969665198636513396172197770439239520303515478877871944710\
            55379393005274239096982190019471728618042046164102014204856979832121981919474052541678236895628553371233433\
            105975454571629769589889
 434    16  5.7^2.29.197.5333.55987.385227416351.89816745465847.49744740983476472807.189491931189200021056951.110014141\
            1455580533471034569.26316013765873042806112463084693.1265855393578666785134496493194757776649681.7580956159\
            804488623890305012371373838101141217153351297.1378365773062356186180886872990084966561813031194174025558736\
            405548637886812298892909462395446580457
 435    19  5^2.43.311.1171.1201.6961.132241.1489441.2694217.1833921547.4706691035521.1357610070580129.3935388233063761.
            150433631394488258261.7369130657357778596659.1678344944256404343567249074912843728758314656626879658903321.
            59580423676805748420140957215180302958743471829183098610333631.35271703967026621417835742285001880378225991\
            733160167675868934851599321424679102161333731
 436    11  5.7.37.9661979.30726149494277.335790424559680201.2880933848374725856201.37830333692528166839600001523825766\
            88052300376449.42855656091880208870012451741752392192104225262820633109434962552795607.97346908193625617781\
            778470000484678372469642125201050088483502236579895347349.3201320042945796605727027551074755950633228502135\
            87223023493365275211652344663709
 437    9+  5.47.139.191.3221.7505944891.638073026189.989723472495640900314985156529340457.1183586589163743705577323832\
            15649498305662440936088444393079532193401805481281001246359155145228782418708944987739976169397676106181200\
            16139202767073667751965031404683026482545245869695732825116489129990401750757062961148384731216932402705715\
            1098688430382016420234089509763
 438    22  5.7.31.43.293.439.10513.1143619.65600137.120855443.1389436303.7426195831.44764549877.2436094907761.46726089\
            0471943.8439148071138817.138721648424756087.6388551471149527279.4221883459378030470824476438562257.28201216\
            93645487997956892799666256974847683.859728301243446018851483693475731833325258488648880551033.2938088606095\
            421167185780675090427740332239357953057651820512043
 439    3+  5.1835047924377763291446064892740486974344122004429.4423657588988591841309686937892061122155445640080225883\
            67493163415607673874443647164606632417044818056705846983022165653902939032751399745541596025738731546158751\
            20178731690593005782671993799088833672509141251088431722574116048171565349415528432584823062952425342106633\
            254956584511532649530111
 440    35  5^2.7.11^2.23.37.41.89.101.241.311.1297.6781.58477.70489.863017.1031141.3154757.8247361.51828151.778055521.
            3675127061.16336066781.68754507401.254055515561.423852369601.84155540944421.20695248084558521.5180600723351\
            48988041.3031462959351050977391.6560970004839878965676927281.150080764792922988676714149209.278651896702502\
            332482621071375321.433295951605870884187046138704268693683498331456101
 441    20  5.19.43.379.883.2467.3529.55987.6527977.8387947.32093041.616332907.1822428931.5239858051.5330705689.1226945\
            73317.600827908214213.423743127971861559828322492034347.721593495645162209494937916430925440485509476376676\
            7407121.176447439716099468032465007745229528869487132710499359545116670887235158243225798653162024698214327\
            0212031918224800984704256775385957590579305424401
 442    20  5.7.53.239.409.443.937.1123.3433.4421.30839.37571.190537.760891.12690943.39721657.6672850236873164425783418\
            8952657813.41183788762160210182927373892714194450477.292809159626128799069810380532243497500804353625815347\
            42226261840114605878898030311237732956026099.10029326255975540225315623759854790100424324707311282592551252\
            093418222618307605133987351456331928643789329341009
 443     6  5.887.315367271.6080975059.331317534439063458789618961.1866706470285535444239137886772818863740327545468392\
            64485835881203616446541042394660403487530007824689352190436940116122127972531790667561066080772123598650128\
            40251132087908754587334996748178555764927677118304040837390991079269532620932704110010576297474271235788207\
            6800334568545931830001561897521
 444    34  5.7.13.31.37^2.43.97.149.223.3923.4441.7919.7993.12211.142969.270841.2569799.82660813.89728627.12023017393.
            187333846633.334286825813.1096762734443.2054788991719.2057604700829917.3300043400835529.63717427974558037.1\
            487716834806007369.3561693323285489089.8296875768265773901.190892407618022993841069346975403017.39729001149\
            039435214589515044706587061.484813024945269068265878512515024013260506641
 445    9+  5^2.311.8011.18691.2064441331.36477836371.21777198152670085407545228412531133078179560879352228259.99186630\
            01671853533106051481363249636252754405689018088355023929626791394680404138366013309585843396497414419672413\
            05582721522010446514532542035500384105091792640602625252943943366577348223254066205811263551843796207581276\
            8813417807807415235363791959179739571
 446    12  5.7.10259.968713.359734681.19261747635283.2245233071284547.232518156972996725239.666546492524951029181.8357\
            90655259197870586319955878764574136853697743.16660359818385555664068601979347465063709118473978852096987.97\
            29282948267945890544045482865460796329375838841813885801524753946376614740465065957156359219519891667437419\
            584037768151410378706960966051623688753481
 447    8+  5.43.38538553.971337783714019.300958963602513102193.1318713554713829548602512956686040272376450743377909.34\
            6354176050253827859677568458815390218235712359759067327.616206951833849099509404360836151448327434546464783\
            67421966780183618452666638610072693286397688360709699379265342491113941743724219087172876538354963757236839\
            3220053069548102628443735964624521073
 448    32  5.7^2.17.29.37.113.197.281.337.353.421.449.617.1297.1697.2753.4817.55987.98801.145601.4048129.4709377.50307\
            61.14050095361.81035189089.490972383553.19854979505843329.10189440239012883075423169.4347931587984824386556\
            915294792767725957873418590100902582977.1026745888453552697436968844848917190436254094111712318750754497.92\
            64708482721781563861409758298981141649189896479142218841050746979756302977
 449    3+  5.37320243598177.131521558977453815778472136637895788055037042505771794978007975954297559334914965551453412\
            52427598851508540792517282584547170821133811320603899298828214445183402720886555077113837492572760432902007\
            44676451650890550875277999128913170410851852277151240493466404897610942734243862654389562084391717048917069\
            88435228814416502050045666878227
